Date,Time,DayHigh,DayHighTime,DayLow,DayLowTime,IsDayHighBreak,DayHighBreakTime,IsDayLowBreak,DayLowBreakTime,ComesBackToDayHigh,ComesBackToDayLow,TargetHigh,TargetHighTime,points_from_target_high,percentChangeTargetHigh,SLHigh,SLHighTime,points_from_SL_High,percentageChangeSLHigh,TargetLow,TargetLowTime,points_from_Target_Low,percentageChangeTargetLow,SLLow,SLLowTime,points_from_SL_low,percentageChangeSLLow,Closing,ClosingPointDiffForHigh,ClosingPointDiffForLow,noBreak
20140101,11:30,11432.55,09:15,11361.00,09:22,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,11402.45,0.00,0.00,True
20140102,11:30,11569.25,10:25,11381.10,09:17,True,11:46,True,14:01,True,True,11578.90,12:35,9.65,0.08,11150.20,15:02,-419.05,-3.62,11150.20,15:02,230.90,2.03,11578.90,12:35,-197.80,-1.74,11179.85,-389.40,201.25,False
20140103,11:30,11170.10,09:20,11074.20,10:45,True,14:10,True,12:24,True,True,11207.70,15:29,37.60,0.34,11052.60,13:02,-117.50,-1.05,11052.60,13:02,21.60,0.2,11207.70,15:29,-133.50,-1.21,11202.10,32.00,-127.90,False
20140106,11:30,11167.30,09:15,11041.95,09:51,False,N/A,True,13:25,False,True,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,10996.95,14:50,45.00,0.41,11087.65,12:26,-45.70,-0.41,11053.55,0.00,-11.60,False
20140107,11:30,11154.10,09:21,10895.55,10:24,False,N/A,True,12:54,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,10892.15,12:54,3.40,0.03,11089.95,14:35,-194.40,-1.78,11029.95,0.00,-134.40,False
20140108,11:30,11122.75,11:29,10988.80,09:20,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,11057.70,0.00,0.00,True
20140109,11:30,11090.25,09:23,10925.35,10:03,False,N/A,True,13:12,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,10925.15,13:12,0.20,0.0,11034.25,14:31,-108.90,-1.0,10971.10,0.00,-45.75,False
20140110,11:30,11056.90,11:11,10839.80,09:32,False,N/A,True,14:29,False,True,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,10788.20,15:09,51.60,0.48,11044.50,13:41,-204.70,-1.89,10802.45,0.00,37.35,False
20140113,11:30,10958.85,09:52,10843.95,09:17,True,13:16,False,N/A,True,False,11063.00,15:29,104.15,0.95,10897.85,12:38,-61.00,-0.56,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,11056.25,97.40,0.00,False
20140114,11:30,11065.65,10:20,10997.55,09:35,False,N/A,True,11:34,False,True,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,10922.60,15:08,74.95,0.68,11037.05,11:48,-39.50,-0.36,10956.70,0.00,40.85,False
20140115,11:30,11070.30,10:47,10986.10,09:18,True,11:59,False,N/A,True,False,11164.10,12:10,93.80,0.85,11032.90,12:46,-37.40,-0.34,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,11128.85,58.55,0.00,False
20140116,11:30,11192.80,09:15,11101.75,10:28,False,N/A,True,12:33,False,True,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,11070.00,12:35,31.75,0.29,11157.75,11:43,-56.00,-0.5,11085.05,0.00,16.70,False
20140117,11:30,11081.95,09:15,11008.55,11:24,False,N/A,True,11:44,False,True,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,10893.75,15:11,114.80,1.04,11031.90,11:37,-23.35,-0.21,10926.75,0.00,81.80,False
20140120,11:30,11016.05,10:24,10876.25,09:23,True,15:23,False,N/A,True,False,11022.45,15:24,6.40,0.06,10939.55,13:39,-76.50,-0.69,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,11012.50,-3.55,0.00,False
20140121,11:30,11176.65,11:10,11036.40,09:18,True,15:13,False,N/A,True,False,11189.20,15:29,12.55,0.11,11093.15,12:03,-83.50,-0.75,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,11184.80,8.15,0.00,False
20140122,11:30,11248.35,11:04,11094.80,09:25,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,11183.75,0.00,0.00,True
20140123,11:30,11210.65,09:41,11122.35,09:15,True,13:37,False,N/A,True,False,11221.10,14:48,10.45,0.09,11149.85,12:06,-60.80,-0.54,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,11197.90,-12.75,0.00,False
