Date,Time,DayHigh,DayLow,IsDayHighBreak,IsDayLowBreak,ComesBackToDayHigh,ComesBackToDayLow,TargetHigh,points_from_target_high,SLHigh,points_from_SL_High,TargetLow,points_from_Target_Low,SLLow,points_from_SL_low,Closing,ClosingPointDiffForHigh,ClosingPointDiffForLow,noBreak
20200101,11:45,12222.20,12169.80,False,True,False,True,0.00,0.00,0.00,0.00,12165.30,4.50,12197.75,-27.95,12187.30,0.00,-17.50,False
20200102,11:45,12245.15,12195.25,True,False,True,False,12289.90,44.75,12243.90,-1.25,0.00,0.00,0.00,0.00,12283.30,38.15,0.00,False
20200103,11:45,12265.60,12228.00,False,True,False,True,0.00,0.00,0.00,0.00,12191.35,36.65,12240.05,-12.05,12230.60,0.00,-2.60,False
20200106,11:45,12179.10,12030.95,False,True,False,True,0.00,0.00,0.00,0.00,11974.20,56.75,12037.80,-6.85,11997.45,0.00,33.50,False
20200107,11:45,12152.15,12053.35,False,True,False,True,0.00,0.00,0.00,0.00,12005.35,48.00,12087.55,-34.20,12063.05,0.00,-9.70,False
20200108,11:45,12044.95,11929.60,False,False,False,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12023.40,0.00,0.00,True
20200109,11:45,12188.60,12132.55,True,False,True,False,12224.05,35.45,12177.95,-10.65,0.00,0.00,0.00,0.00,12213.75,25.15,0.00,False
20200110,11:45,12303.75,12230.85,True,True,True,True,12311.20,7.45,12213.20,-90.55,12213.20,17.65,12311.20,-80.35,12258.65,-45.10,-27.80,False
20200113,11:45,12337.75,12285.80,False,False,False,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12329.55,0.00,0.00,True
20200114,11:45,12349.75,12308.70,True,False,True,False,12374.25,24.50,12322.40,-27.35,0.00,0.00,0.00,0.00,12359.75,10.00,0.00,False
20200115,11:45,12350.30,12290.00,True,True,True,True,12355.15,4.85,12278.75,-71.55,12278.75,11.25,12355.15,-65.15,12345.40,-4.90,-55.40,False
20200116,11:45,12389.05,12315.80,False,False,False,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12353.05,0.00,0.00,True
20200117,11:45,12385.45,12321.40,False,False,False,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12354.15,0.00,0.00,True
20200120,11:45,12427.95,12277.20,False,True,False,True,0.00,0.00,0.00,0.00,12216.90,60.30,12301.10,-23.90,12230.20,0.00,47.00,False
20200121,11:45,12230.05,12162.45,False,True,False,False,0.00,0.00,0.00,0.00,12162.30,0.15,12210.00,-47.55,12164.05,0.00,-1.60,False
20200122,11:45,12225.05,12125.50,False,True,False,True,0.00,0.00,0.00,0.00,12087.90,37.60,12143.50,-18.00,12110.15,0.00,15.35,False
20200123,11:45,12179.05,12094.10,True,False,True,False,12189.00,9.95,12126.60,-52.45,0.00,0.00,0.00,0.00,12177.85,-1.20,0.00,False
20200124,11:45,12246.35,12149.65,True,False,True,False,12272.15,25.80,12216.80,-29.55,0.00,0.00,0.00,0.00,12250.10,3.75,0.00,False
20200127,11:45,12216.60,12154.60,False,True,False,True,0.00,0.00,0.00,0.00,12107.15,47.45,12207.45,-52.85,12110.20,0.00,44.40,False
20200128,11:45,12163.55,12095.35,False,True,False,True,0.00,0.00,0.00,0.00,12024.50,70.85,12142.50,-47.15,12060.10,0.00,35.25,False
20200129,11:45,12161.25,12110.10,True,True,True,True,12169.60,8.35,12103.80,-57.45,12103.80,6.30,12169.60,-59.50,12132.00,-29.25,-21.90,False
20200130,11:45,12150.30,12039.00,False,True,False,True,0.00,0.00,0.00,0.00,12010.60,28.40,12068.80,-29.80,12018.35,0.00,20.65,False
20200131,11:45,12103.55,11963.25,False,True,False,True,0.00,0.00,0.00,0.00,11945.85,17.40,12052.45,-89.20,11965.15,0.00,-1.90,False
