Date,Time,DayHigh,DayHighTime,DayLow,DayLowTime,IsDayHighBreak,DayHighBreakTime,IsDayLowBreak,DayLowBreakTime,ComesBackToDayHigh,ComesBackToDayLow,TargetHigh,TargetHighTime,points_from_target_high,percentChangeTargetHigh,SLHigh,SLHighTime,points_from_SL_High,percentageChangeSLHigh,TargetLow,TargetLowTime,points_from_Target_Low,percentageChangeTargetLow,SLLow,SLLowTime,points_from_SL_low,percentageChangeSLLow,Closing,ClosingPointDiffForHigh,ClosingPointDiffForLow,noBreak
20130101,14:15,12660.75,13:12,12547.15,09:15,True,15:27,False,N/A,True,False,12663.50,15:29,2.75,0.02,12629.00,14:16,-31.75,-0.25,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,12662.70,1.95,0.00,False
20130102,14:15,12811.45,11:33,12751.35,09:21,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,12790.95,0.00,0.00,True
20130103,14:15,12837.80,09:15,12722.45,09:43,False,N/A,False,N/A,False,False,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,12770.05,0.00,0.00,True
20130104,14:15,12780.25,09:15,12684.65,09:37,True,14:27,False,N/A,True,False,12801.70,15:18,21.45,0.17,12747.40,14:57,-32.85,-0.26,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,12789.60,9.35,0.00,False
20130107,14:15,12827.60,09:15,12726.30,13:34,False,N/A,True,15:03,False,True,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,12685.85,15:23,40.45,0.32,12750.60,14:24,-24.30,-0.19,12690.65,0.00,35.65,False
20130108,14:15,12730.50,09:56,12632.35,12:27,True,15:06,False,N/A,True,False,12739.60,15:09,9.10,0.07,12689.40,14:24,-41.10,-0.32,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,12730.55,0.05,0.00,False
20130109,14:15,12791.70,11:26,12721.30,09:29,False,N/A,True,15:02,False,True,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,12687.95,15:05,33.35,0.26,12768.90,14:22,-47.60,-0.37,12722.75,0.00,-1.45,False
20130110,14:15,12785.65,09:15,12697.75,10:41,True,14:50,False,N/A,True,False,12822.80,15:12,37.15,0.29,12730.25,14:16,-55.40,-0.43,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,12792.15,6.50,0.00,False
20130111,14:15,12834.55,09:15,12626.85,14:13,False,N/A,True,14:47,False,True,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,12593.90,15:29,32.95,0.26,12656.50,14:26,-29.65,-0.23,12600.05,0.00,26.80,False
20130114,14:15,12762.75,13:09,12609.90,09:30,True,15:25,False,N/A,True,False,12773.35,15:29,10.60,0.08,12724.25,14:48,-38.50,-0.3,0.00,N/A,0.00,0.0,0.00,N/A,0.00,0.0,12772.20,9.45,0.00,False
